customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Monthly,Total,Contrato_Longo
7989-chgtl,yes,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.6,19.6,False
7989-vcqoh,no,male,0,yes,yes,18,yes,no,dsl,yes,no,yes,yes,yes,yes,month-to-month,no,electronic check,83.25,1611.15,False
7993-nqlje,no,male,0,yes,yes,15,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,mailed check,75.1,1151.55,False
7993-pykof,yes,male,0,yes,no,8,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,75.0,632.95,False
7994-uyivz,no,male,0,yes,no,8,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,bank transfer,85.65,659.45,False
7994-xirtr,no,male,1,no,no,54,yes,no,dsl,no,no,yes,yes,no,yes,one year,no,bank transfer,65.25,3529.95,True
7995-zhhnz,no,male,0,yes,no,42,yes,yes,dsl,yes,no,no,no,no,no,one year,no,credit card,56.1,2386.85,True
7996-bpxhy,no,female,0,yes,yes,13,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer,25.0,332.5,True
7996-mhxlw,no,female,0,no,no,66,yes,yes,no,no,no,no,no,no,no,two year,yes,credit card,25.15,1683.6,True
7997-eassd,no,female,0,yes,no,63,yes,yes,fiber optic,no,no,no,yes,no,no,one year,yes,credit card,81.2,4965.1,True
7998-wnzem,no,male,0,no,no,71,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,no,bank transfer,80.6,5708.2,True
7998-zlxwn,no,female,0,yes,no,15,yes,no,no,no,no,no,no,no,no,month-to-month,no,credit card,20.45,330.8,False
8000-reiqb,yes,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.95,69.95,False
8003-ewndz,no,female,0,no,no,10,yes,no,no,no,no,no,no,no,no,month-to-month,yes,electronic check,21.2,222.65,False
8006-pycsw,no,female,0,no,no,2,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.1,39.8,False
8007-yypwd,no,female,0,no,no,15,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer,25.05,369.1,True
8008-esflk,no,female,0,yes,no,53,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,electronic check,110.5,5835.5,True
8008-hawed,yes,male,0,no,no,14,no,no,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,50.75,712.75,False
8008-otezx,no,female,0,yes,yes,35,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.65,708.8,True
8010-ezlou,yes,male,1,no,no,15,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,80.2,1217.25,False
8012-soudq,no,female,1,no,no,43,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,90.25,3838.75,False
8015-ihcgw,no,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,115.5,8425.15,True
8016-ncfvo,no,male,1,no,no,55,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,116.5,6382.55,False
8016-zmgmo,no,female,1,yes,no,66,yes,yes,dsl,no,yes,yes,no,yes,no,one year,yes,bank transfer,70.85,4738.85,True
8017-lxhfa,yes,female,1,no,no,23,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,94.75,2293.6,False
8017-uvszu,no,female,0,yes,no,40,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,credit card,56.6,2379.1,False
8019-enhxu,yes,male,0,yes,no,42,yes,yes,fiber optic,no,yes,yes,yes,no,yes,month-to-month,yes,electronic check,99.45,4138.05,False
8020-bwhyl,yes,female,1,no,no,15,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,credit card,75.3,1147.45,False
8022-becsi,no,male,0,no,no,22,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.6,422.5,True
8023-qhaio,no,female,1,yes,no,56,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,bank transfer,76.85,4275.75,False
8024-xnafq,no,female,1,no,no,72,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,yes,bank transfer,107.4,7748.75,True
8028-pnxhq,no,male,0,yes,yes,62,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer,24.25,1424.6,True
8029-xypwt,no,male,1,yes,no,71,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,115.05,8016.6,True
8033-atfas,no,female,0,yes,yes,39,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,yes,mailed check,59.85,2341.5,False
8033-vczgh,no,male,0,yes,no,50,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,electronic check,103.95,5231.3,True
8034-rytvv,no,female,0,no,no,55,yes,yes,fiber optic,yes,no,yes,no,no,no,one year,yes,credit card,84.25,4589.85,True
8035-buyvg,yes,male,0,yes,no,40,no,no,dsl,yes,yes,yes,no,no,no,one year,yes,electronic check,42.35,1716.45,True
8035-pwsev,no,female,0,no,no,6,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,89.25,487.05,False
8039-aclpl,no,female,0,yes,yes,72,yes,no,dsl,yes,yes,yes,no,no,yes,two year,no,credit card,68.75,4888.2,True
8039-eqpim,no,male,0,yes,no,69,no,no,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer,60.25,4055.5,True
8040-mnrtf,no,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,71.1,71.1,False
8041-tmeid,no,male,1,yes,no,63,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,no,credit card,108.5,6991.9,True
8042-jvnfh,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,71.35,71.35,False
8042-rnlko,no,male,0,no,no,66,yes,yes,no,no,no,no,no,no,no,one year,no,bank transfer,25.45,1699.15,True
8043-pnysd,no,male,0,yes,yes,63,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.55,1245.6,True
8044-bgwpi,no,male,0,yes,yes,12,yes,no,no,no,no,no,no,no,no,month-to-month,yes,electronic check,21.15,306.05,False
8046-dnvtl,no,male,0,yes,no,62,no,no,dsl,yes,yes,no,yes,no,no,two year,yes,credit card,38.6,2345.55,True
8048-dsdfq,no,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.2,20.2,False
8049-wjclq,no,male,0,yes,yes,10,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,no,mailed check,60.2,563.5,False
8050-dvojx,no,male,1,no,no,49,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,no,credit card,81.35,4060.9,True
8050-wybnd,no,female,0,no,yes,22,no,no,dsl,no,no,yes,no,yes,yes,one year,yes,credit card,49.45,1031.4,True
8050-xgrvl,no,female,0,yes,yes,62,yes,no,dsl,yes,no,yes,no,no,no,one year,no,credit card,54.75,3425.35,True
8051-hjrlt,yes,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.55,70.55,False
8053-wwdro,yes,female,0,yes,no,6,yes,no,no,no,no,no,no,no,no,month-to-month,no,bank transfer,19.5,146.3,False
8058-dmyru,no,male,1,no,no,54,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,90.05,4931.8,False
8058-intph,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.65,79.65,False
8058-jmeqo,yes,female,1,no,no,9,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.45,762.5,False
8059-udzfy,no,female,1,no,yes,33,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer,105.35,3465.05,False
8060-hiwjj,no,male,0,no,no,64,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card,86.55,5632.55,True
8062-ybdoe,yes,male,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.65,69.65,False
8063-gbatb,yes,female,1,no,no,27,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.25,2287.25,False
8063-rjynf,yes,male,0,no,no,16,yes,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,94.25,1483.25,False
8064-ravoh,no,male,0,no,yes,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,49.85,49.85,False
8065-bvepf,no,male,1,no,no,65,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer,99.1,6496.15,False
8065-qbyto,no,female,1,no,no,71,yes,yes,fiber optic,yes,yes,no,yes,yes,no,one year,yes,credit card,99.65,7181.25,True
8065-ykxkd,yes,female,0,no,no,10,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.75,799.65,False
8066-poxgx,yes,female,0,no,no,13,no,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,35.1,446.1,False
8067-nioym,no,female,0,yes,yes,24,yes,no,no,no,no,no,no,no,no,two year,yes,credit card,21.1,490.65,True
8069-rhuxk,no,female,0,yes,yes,67,no,no,dsl,yes,no,no,yes,no,no,two year,no,credit card,35.7,2545.7,True
8069-yqqaj,no,male,0,no,no,14,no,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,31.1,419.7,False
8070-aawzp,no,male,1,yes,no,24,no,no,dsl,no,no,yes,yes,no,no,month-to-month,no,mailed check,34.25,828.2,False
8071-sbtrn,no,female,0,no,no,70,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,mailed check,111.15,7737.55,True
8073-ijdcm,yes,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,20.3,20.3,False
8075-gxiub,no,male,1,yes,no,9,yes,no,no,no,no,no,no,no,no,one year,no,credit card,19.85,183.15,True
8076-fezkj,no,male,0,no,no,10,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.5,225.85,True
8079-xrjrs,yes,male,0,yes,no,65,yes,yes,fiber optic,yes,yes,yes,no,no,no,one year,no,electronic check,89.75,5769.6,True
8080-ddemj,yes,male,1,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.1,45.1,False
8080-potjr,no,female,0,no,no,30,yes,yes,dsl,yes,no,yes,no,yes,yes,one year,yes,credit card,79.3,2427.1,True
8082-ghxop,no,male,0,no,yes,13,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.0,659.35,False
8083-ytzes,yes,male,0,no,no,4,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.35,265.35,False
8084-oivbs,no,female,0,no,no,11,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.0,211.95,True
8085-msnlk,no,female,0,yes,no,62,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,mailed check,113.95,6891.4,True
8086-ovpwv,yes,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,80.2,181.1,False
8087-lgyhq,no,male,0,no,no,9,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,94.05,811.65,False
8089-uzwlx,no,female,1,no,no,71,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,no,bank transfer,104.05,7413.55,True
8091-ttvax,no,male,0,yes,no,58,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,no,credit card,100.35,5681.1,True
8092-nltgf,no,male,0,no,no,72,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer,24.75,1777.6,True
8095-wanwk,no,female,0,no,no,10,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.25,428.7,False
8096-loist,no,female,0,no,no,19,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,56.2,1093.4,False
8097-omulg,no,male,0,yes,yes,59,yes,no,dsl,no,yes,yes,yes,yes,yes,one year,no,credit card,76.75,4541.9,True
8097-vbqtz,no,male,0,no,no,54,yes,no,dsl,yes,yes,no,yes,yes,no,month-to-month,yes,mailed check,69.9,3883.3,False
8098-llazx,yes,female,1,no,no,4,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.45,396.1,False
8098-tdcbu,no,female,0,yes,no,42,yes,yes,no,no,no,no,no,no,no,two year,no,electronic check,25.25,1108.2,True
8099-mzpuj,no,male,0,yes,yes,48,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card,111.8,5443.65,True
8100-hzzlj,no,female,0,no,yes,43,yes,no,dsl,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,63.95,2737.05,False
8100-pnjmh,no,male,0,yes,yes,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card,88.85,6132.7,True
8104-oskwt,no,female,0,no,no,12,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,79.8,1001.2,False
8106-gwqok,no,male,0,yes,no,38,no,no,dsl,yes,yes,no,yes,yes,yes,two year,yes,bank transfer,60.0,2193.2,True
8107-kncim,no,male,1,yes,no,14,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.1,1013.35,False
8107-rzlnv,no,male,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer,106.3,7565.35,True
8108-uxrqn,no,female,0,yes,yes,11,no,no,dsl,yes,no,no,no,yes,yes,month-to-month,no,electronic check,50.55,565.35,False
8109-yuohe,no,male,0,no,no,17,yes,no,dsl,yes,yes,no,no,no,no,one year,no,mailed check,56.1,946.95,True
8111-bkvds,no,female,0,no,no,10,no,no,dsl,yes,yes,yes,no,no,no,month-to-month,no,bank transfer,40.7,449.3,False
8111-rkspx,yes,male,0,no,no,4,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer,72.2,305.55,False
8111-sllhi,yes,male,1,yes,no,39,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.65,4284.8,False
8118-lsuel,yes,male,1,no,no,23,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,106.4,2483.5,False
8118-tjafg,no,male,0,yes,yes,9,yes,no,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,electronic check,101.5,906.85,False
8120-jdcam,no,male,0,yes,yes,4,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,69.55,284.9,False
8123-qbnaz,no,female,0,yes,yes,36,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,credit card,104.5,3684.95,False
8124-nzvgj,no,female,0,no,no,6,no,no,dsl,no,no,no,yes,yes,yes,one year,yes,mailed check,49.25,255.6,True
8125-qpfjd,no,female,0,yes,no,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,bank transfer,84.9,6065.3,True
8128-yvjrg,yes,female,0,no,no,7,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,mailed check,79.65,604.7,False
8129-gmvgi,no,female,0,yes,yes,56,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.05,1090.1,True
8132-ypvbx,no,female,0,no,no,6,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,mailed check,85.95,514.6,False
8133-anhhj,no,female,1,no,no,49,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,one year,no,bank transfer,103.0,5166.2,True
8138-ealnd,no,male,0,no,no,15,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.75,311.6,False
8143-etqti,no,female,0,yes,yes,23,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,19.65,451.55,True
8144-dghxp,no,female,0,no,no,54,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,no,electronic check,80.6,4299.95,True
8146-qqkzh,no,female,0,yes,no,71,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer,81.85,5924.4,True
8148-bplzq,no,male,0,no,no,34,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,49.8,1734.2,False
8148-nlegt,no,female,0,yes,yes,42,yes,yes,no,no,no,no,no,no,no,two year,no,electronic check,22.95,1014.25,True
8148-wocmk,no,male,0,yes,yes,8,yes,no,no,no,no,no,no,no,no,two year,no,credit card,19.6,125.0,True
8149-aiqcg,no,male,0,no,no,39,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card,73.15,2730.85,False
8149-rsoun,yes,female,0,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.85,93.85,False
8150-qudfx,no,male,0,no,no,2,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.85,51.6,False
8152-uobny,no,female,1,no,no,50,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,electronic check,106.8,5347.95,True
8152-vetur,no,female,0,yes,no,72,yes,yes,fiber optic,no,yes,no,no,yes,yes,two year,yes,credit card,97.7,6869.7,True
8155-ibnhg,yes,female,0,yes,no,24,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card,75.4,1747.85,False
8158-wpezg,no,male,0,no,no,11,no,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,electronic check,35.65,425.1,False
8160-howox,no,female,0,no,no,7,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,66.85,458.1,False
8161-qymtt,no,male,0,no,no,7,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.1,701.3,False
8164-ockuj,no,female,0,yes,yes,59,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.6,1286.0,True
8165-cbkxo,no,male,0,yes,yes,66,no,no,dsl,no,yes,yes,no,yes,yes,two year,yes,credit card,56.75,3708.4,True
8165-zjrnm,no,female,0,yes,yes,72,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer,23.75,1679.25,True
8166-orchu,no,male,1,yes,no,33,yes,no,fiber optic,yes,yes,no,yes,no,yes,one year,yes,electronic check,93.55,3055.5,True
8166-zztfs,yes,female,1,yes,no,66,yes,yes,dsl,no,yes,yes,no,yes,yes,two year,yes,bank transfer,80.55,5265.1,True
8167-gjlrn,no,male,0,no,no,3,no,no,dsl,no,no,no,yes,no,no,month-to-month,no,electronic check,30.4,82.15,False
8168-uqwwf,yes,female,0,no,no,11,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer,97.85,1105.4,False
8169-saejd,no,male,1,yes,no,69,no,no,dsl,yes,yes,no,no,yes,yes,two year,no,credit card,56.55,3952.65,True
8173-rxayp,no,female,0,yes,yes,24,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.7,452.55,True
8174-lnwmw,no,female,0,no,no,31,yes,no,no,no,no,no,no,no,no,two year,no,credit card,20.9,689.35,True
8174-tbvcf,no,female,0,yes,no,70,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card,94.8,6859.05,True
8178-eyzuo,yes,male,0,no,no,46,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,93.7,4154.8,False
8180-akmjv,no,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card,44.55,44.55,False
8181-yhcmf,no,female,0,yes,yes,68,no,no,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card,60.3,4109.0,True
8182-bjdsi,yes,female,0,no,no,28,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,89.95,2625.55,False
8182-pnagi,yes,male,0,no,no,12,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,bank transfer,50.25,593.75,False
8183-onmxc,yes,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,80.75,159.45,False
8184-wmofi,no,male,0,yes,yes,62,yes,no,dsl,yes,no,yes,yes,no,yes,one year,no,credit card,71.4,4487.3,True
8185-upybr,yes,male,0,yes,no,6,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.5,438.0,False
8189-dukmv,no,female,0,yes,no,4,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer,20.5,79.05,True
8189-hbvrw,no,female,0,no,no,53,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,no,electronic check,90.8,4921.2,False
8189-xrike,no,female,1,no,no,32,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,90.95,2897.95,False
8190-ztqfb,no,male,0,no,no,41,no,no,dsl,no,no,yes,no,yes,yes,one year,yes,electronic check,51.35,2075.1,True
8191-xwszg,no,female,0,no,no,52,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.65,1022.95,True
8194-peeby,no,female,0,yes,yes,24,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.9,533.5,True
8197-bfwvu,no,female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,93.25,6688.95,True
8198-rkszg,no,female,0,yes,yes,14,yes,yes,dsl,no,yes,no,yes,yes,yes,month-to-month,no,credit card,80.45,1137.05,False
8199-zllsa,yes,male,0,no,no,67,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer,118.35,7804.15,True
8200-klnyw,no,female,0,yes,no,21,yes,no,dsl,yes,no,yes,yes,yes,yes,one year,no,mailed check,80.9,1714.95,True
8200-lgksr,no,male,0,yes,no,71,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,no,electronic check,83.2,6126.1,True
8201-aaxcb,no,male,0,yes,yes,25,yes,yes,dsl,no,no,no,no,yes,no,month-to-month,no,electronic check,60.35,1404.65,False
8203-xjzrc,no,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.25,20.25,False
8204-tifgj,no,female,0,no,no,23,yes,no,no,no,no,no,no,no,no,month-to-month,yes,bank transfer,20.3,470.6,False
8204-yjcla,no,male,1,yes,yes,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,64.8,4732.35,True
8205-mqugy,no,male,0,yes,yes,12,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,49.2,571.15,False
8205-otchb,yes,male,0,no,no,22,no,no,dsl,no,yes,yes,no,no,yes,one year,yes,bank transfer,43.75,903.6,True
8205-vslrb,no,male,0,yes,no,70,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,no,credit card,77.3,5498.2,True
8207-dmrvl,no,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer,114.55,8306.05,True
8207-vvmyb,no,female,0,yes,no,70,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer,26.0,2006.95,True
8208-eumte,no,male,0,no,no,16,no,no,dsl,yes,yes,yes,yes,yes,no,two year,no,mailed check,54.85,916.15,True
8212-crqxp,no,female,0,yes,no,22,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card,80.0,1706.45,False
8212-djrch,no,male,0,yes,yes,5,yes,no,fiber optic,yes,no,yes,no,no,yes,month-to-month,yes,mailed check,90.35,434.5,False
8213-tazpm,no,female,0,yes,yes,69,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer,108.75,7493.05,True
8215-ngspe,no,female,0,yes,yes,42,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.0,833.55,True
8216-azuuz,no,female,0,yes,yes,42,yes,no,fiber optic,no,no,yes,yes,yes,yes,two year,yes,electronic check,100.4,4303.65,True
8217-qyohv,no,male,0,no,no,5,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,yes,mailed check,55.75,266.95,False
8218-ffjds,no,female,0,yes,no,72,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,yes,bank transfer,86.4,6058.95,True
8219-vybvi,no,male,0,no,yes,39,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,25.0,1004.35,True
8220-ocufy,no,female,0,no,no,21,yes,no,dsl,yes,no,yes,yes,no,no,one year,yes,electronic check,60.25,1258.35,True
8221-eqdgl,no,male,0,yes,no,35,yes,no,dsl,yes,yes,yes,no,no,no,month-to-month,no,mailed check,61.0,2130.45,False
8221-hvayi,no,male,0,yes,yes,35,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,yes,credit card,69.15,2490.15,True
8224-dwckx,no,male,1,no,no,12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card,73.3,828.05,False
8224-ivvpa,no,female,0,no,no,27,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,mailed check,56.7,1652.95,False
8224-kdlkn,no,male,0,yes,yes,72,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer,25.0,1738.9,True
8224-uaxbz,no,female,0,yes,no,58,no,no,dsl,yes,yes,no,no,yes,no,one year,yes,electronic check,45.35,2540.1,True
8225-btjau,yes,male,1,no,no,10,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.25,793.55,False
8226-bxges,no,male,0,yes,no,64,yes,yes,fiber optic,yes,yes,yes,no,no,no,one year,no,bank transfer,89.45,5692.65,True
8229-bujhx,no,female,0,yes,yes,71,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer,20.5,1500.95,True
8229-myejz,no,female,0,no,no,10,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,51.2,498.25,False
8229-tniqa,yes,female,0,no,no,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.3,196.95,False
8231-bswxx,no,male,0,no,no,71,yes,yes,fiber optic,no,yes,no,no,no,no,one year,yes,credit card,79.05,5552.5,True
8232-ctlko,no,female,0,yes,yes,66,yes,no,dsl,yes,no,no,no,yes,no,two year,yes,electronic check,59.75,3996.8,True
8232-utfoz,no,male,0,no,no,69,yes,no,no,no,no,no,no,no,no,two year,no,credit card,19.95,1399.35,True
8234-gszyk,no,male,0,no,no,43,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer,26.45,1110.05,True
8237-ulixl,no,female,0,yes,no,72,yes,yes,no,no,no,no,no,no,no,two year,no,credit card,24.85,1871.85,True
8241-juiqo,no,female,0,no,no,61,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer,19.45,1336.35,True
8242-jsvbo,no,male,0,no,no,7,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer,44.65,322.5,False
8242-pdsgj,no,male,0,yes,no,70,no,no,dsl,yes,no,yes,yes,no,no,two year,yes,credit card,39.15,2692.75,True
8242-soquo,no,female,1,no,no,5,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,84.7,392.5,False
8245-umpyt,yes,female,1,no,no,16,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.4,1581.2,False
8246-shfga,no,male,0,no,no,17,yes,no,no,no,no,no,no,no,no,month-to-month,no,credit card,21.1,385.55,False
8249-thvec,no,male,0,yes,yes,51,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.4,997.75,True
8250-znggw,no,female,1,no,no,5,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,no,credit card,59.9,287.85,False
8257-rzahr,yes,female,0,yes,no,14,yes,yes,dsl,yes,no,no,no,yes,no,month-to-month,yes,bank transfer,64.7,941.0,False
